index,class_name,original_comment,preprocessed_comment,categories
9705,BuildOptionComboFieldEditor.java,@param parent The parent of the controls in the group.,@param parent the parent of the controls in the group.,['usage']
9706,BuildOptionComboFieldEditor.java," @return the text control, or <code>null</code> if no
	 * text field is created yet","@return the text control, or <code> null </code> if no text field is created yet",['usage']
9707,BuildOptionComboFieldEditor.java,"@return the text control, or <code>null</code> if no
	 * text field is created yet","@return the text control, or <code> null </code> if no text field is created yet",['usage']
9709,BuildOptionComboFieldEditor.java,	 * @see org.eclipse.jface.preference.FieldEditor#doStore(),@see org.eclipse.jface.preference.fieldeditor#dostore(),['Pointer']
9710,BuildOptionComboFieldEditor.java,	 * @see org.eclipse.jface.preference.FieldEditor#getNumberOfControls(),@see org.eclipse.jface.preference.fieldeditor#getnumberofcontrols(),['Pointer']
9713,BuildOptionComboFieldEditor.java,	 * Returns this field editor's text control.,returns this field editor's text control.,['summary']
9715,BuildOptionComboFieldEditor.java,		// There is just the label from the parent and the combo,there is just the label from the parent and the combo,['summary']
9717,BuildOptionComboFieldEditor.java,		// Set the index of selection in the combo box,set the index of selection in the combo box,['summary']
9718,BuildOptionComboFieldEditor.java,		// get the selected option from preference store,get the selected option from preference store,['summary']
9719,BuildOptionComboFieldEditor.java,	 * @see org.eclipse.jface.preference.FieldEditor#doLoad(),@see org.eclipse.jface.preference.fieldeditor#doload(),['Pointer']
9720,BuildOptionComboFieldEditor.java,"	 * @see org.eclipse.jface.preference.FieldEditor#doFillIntoGrid(org.eclipse.swt.widgets.Composite, int)","@see org.eclipse.jface.preference.fieldeditor#dofillintogrid(org.eclipse.swt.widgets.composite, int)",['Pointer']
9721,BuildOptionComboFieldEditor.java,	 * @see org.eclipse.jface.preference.FieldEditor#adjustForNumColumns(int),@see org.eclipse.jface.preference.fieldeditor#adjustfornumcolumns(int),['Pointer']
9723,BuildOptionComboFieldEditor.java,		// Add the label,add the label,['summary']
9725,BuildOptionComboFieldEditor.java,"Sets the field editor's tool tip text to the argument, which
	 * may be null indicating that no tool tip text should be shown.","sets the field editor's tool tip text to the argument, which may be null indicating that no tool tip text should be shown.",['summary']
9726,BuildOptionComboFieldEditor.java,	// Widgets and bookeeping variables,widgets and bookeeping variables,['summary']
9731,BaseAMRMProxyTest.java,   * @param testContext,@param testcontext,['usage']
9733,BaseAMRMProxyTest.java,   * @return,@return,['usage']
9734,BaseAMRMProxyTest.java,   * @param testAppId,@param testappid,['usage']
9735,BaseAMRMProxyTest.java,   * @return,@return,['usage']
9736,BaseAMRMProxyTest.java,   * @param testContexts - used to identify the requests,@param testcontexts - used to identify the requests,['usage']
9738,BaseAMRMProxyTest.java,   * @param appId,@param appid,['usage']
9739,BaseAMRMProxyTest.java,   * @param status,@param status,['usage']
9740,BaseAMRMProxyTest.java,   * @return,@return,['usage']
9741,BaseAMRMProxyTest.java,   * @param testAppId,@param testappid,['usage']
9742,BaseAMRMProxyTest.java,   * @return,@return,['usage']
9743,BaseAMRMProxyTest.java,   * @param testAppId,@param testappid,['usage']
9744,BaseAMRMProxyTest.java,   * @param testAppId,@param testappid,['usage']
9745,BaseAMRMProxyTest.java,   * @return,@return,['usage']
9746,BaseAMRMProxyTest.java,     * @param applicationId,@param applicationid,['usage']
9748,BaseAMRMProxyTest.java," The Function interface is used for passing method pointers that can be
   * invoked asynchronously at a later point.",the function interface is used for passing method pointers that can be invoked asynchronously at a later point.,['summary']
9751,BaseAMRMProxyTest.java,   * @return,@return,['usage']
9752,BaseAMRMProxyTest.java,"Return an instance of ApplicationAttemptId using specified identifier. This
   * identifier will be used for the ApplicationId too.",return an instance of applicationattemptid using specified identifier. this identifier will be used for the applicationid too.,['summary']
9753,BaseAMRMProxyTest.java,   * Returns an ApplicationId with the specified identifier,returns an applicationid with the specified identifier,['summary']
9756,BaseAMRMProxyTest.java,"// Create a request intercepter pipeline for testing. The last one in the
    // chain will call the mock resource manager. The others in the chain will
    // simply forward it to the next one in the chain",create a request intercepter pipeline for testing. the last one in the chain will call the mock resource manager. the others in the chain will simply forward it to the next one in the chain,['rational']
9757,BaseAMRMProxyTest.java,   * Thread pool used for asynchronous operations,thread pool used for asynchronous operations,['summary']
9759,BaseAMRMProxyTest.java,"Base class for all the AMRMProxyService test cases. It provides utility
 * methods that can be used by the concrete test case classes",base class for all the amrmproxyservice test cases. it provides utility methods that can be used by the concrete test case classes,['summary']
9761,FadvisedFileRegion.java,      //adjust counters and buffer limit,adjust counters and buffer limit,['summary']
9762,FadvisedFileRegion.java,"//We can read more than we need if the actualCount is not multiple 
        //of the byteBuffer size and file is big enough. In that case we cannot
        //use flip method but we need to set buffer limit manually to trans.",we can read more than we need if the actualcount is not multiple of the bytebuffer size and file is big enough. in that case we cannot use flip method but we need to set buffer limit manually to trans.,['Expand']
9763,FadvisedFileRegion.java,      //write data to the target,write data to the target,['summary']
9764,FadvisedFileRegion.java," Call when the transfer completes successfully so we can advise the OS that
   * we don't need the region to be cached anymore.",call when the transfer completes successfully so we can advise the os that we don't need the region to be cached anymore.,['summary']
9765,TopAuditLogger.java,@link AuditLogger,@link auditlogger,['Pointer']
9767,TestRPCCompatibility.java,/** Unit test for supporting method-name based compatible RPCs. */,unit test for supporting method-name based compatible rpcs.,['summary']
9771,TestRPCCompatibility.java,// old client vs new server,old client vs new server,['summary']
9772,TestRPCCompatibility.java,    // create a server with two handlers,create a server with two handlers,['summary']
9773,TestRPCCompatibility.java,// server is version 2,server is version 2,['summary']
9774,TestRPCCompatibility.java,// use version 3 echo long,use version 3 echo long,['summary']
9775,GCCPerFileBOPConsoleParser.java,"//Note: We add the scanner-config even if the resource doesn't actually
				//exist below this project (which may happen when reading existing
				//build logs, because resources can be created as part of the build
				//and may not exist at the time of analyzing the config but re-built
				//later on.
				//if (getProject().exists(relPath)) {","note: we add the scanner-config even if the resource doesn't actually exist below this project (which may happen when reading existing build logs, because resources can be created as part of the build and may not exist at the time of analyzing the config but re-built later on. if (getproject().exists(relpath)) {",['rational']
9777,GCCPerFileBOPConsoleParser.java,"Contributors:
 *     IBM - Initial API and implementation
 *     Tianchao Li (tianchao.li@gmail.com) - arbitrary build directory (bug #136136)
 *     Gerhard Schaber (Wind River Systems) - bug 187910
 *     Markus Schorn (Wind River Systems)
 *     Anton Leherbauer (Wind River Systems)",contributors: ibm - initial api and implementation tianchao li (tianchao.li@gmail.com) - arbitrary build directory (bug #136136) gerhard schaber (wind river systems) - bug 187910 markus schorn (wind river systems) anton leherbauer (wind river systems),['Ownership']
